"id","level","cvss","title","Vulnerability","Solution","reference"
2144,"HIGH","7.5","Title - 2144","Vulnerability - 2144","Solution - 2144","reference - 2144"
2145,"MEDIUM","6.5","Title - 2145","Vulnerability - 2145","Solution - 2145","reference - 2145"
2146,"LOW","0","Title - 2146","Vulnerability - 2146","Solution - 2146","reference - 2146"
2147,"MEDIUM","4.3","Title - 2147","Vulnerability - 2147","Solution - 2147","reference - 2147"
2148,"MEDIUM","5","Title - 2148","Vulnerability - 2148","Solution - 2148","reference - 2148"
2149,"MEDIUM","5","Title - 2149","Vulnerability - 2149","Solution - 2149","reference - 2149"
2150,"HIGH","7.5","Title - 2150","Vulnerability - 2150","Solution - 2150","reference - 2150"
2151,"LOW","0","Title - 2151","Vulnerability - 2151","Solution - 2151","reference - 2151"
2152,"MEDIUM","4.9","Title - 2152","Vulnerability - 2152","Solution - 2152","reference - 2152"
2153,"MEDIUM","6.4","Title - 2153","Vulnerability - 2153","Solution - 2153","reference - 2153"
2154,"HIGH","7.2","Title - 2154","Vulnerability - 2154","Solution - 2154","reference - 2154"
2155,"MEDIUM","6.8","Title - 2155","Vulnerability - 2155","Solution - 2155","reference - 2155"
2156,"HIGH","7.8","Title - 2156","Vulnerability - 2156","Solution - 2156","reference - 2156"
2157,"MEDIUM","6.8","Title - 2157","Vulnerability - 2157","Solution - 2157","reference - 2157"
2158,"MEDIUM","6.8","Title - 2158","Vulnerability - 2158","Solution - 2158","reference - 2158"
2159,"HIGH","7.5","Title - 2159","Vulnerability - 2159","Solution - 2159","reference - 2159"
2160,"MEDIUM","6.8","Title - 2160","Vulnerability - 2160","Solution - 2160","reference - 2160"
2161,"MEDIUM","6.8","Title - 2161","Vulnerability - 2161","Solution - 2161","reference - 2161"
2162,"HIGH","7.5","Title - 2162","Vulnerability - 2162","Solution - 2162","reference - 2162"
2163,"HIGH","9.3","Title - 2163","Vulnerability - 2163","Solution - 2163","reference - 2163"
2164,"HIGH","7.5","Title - 2164","Vulnerability - 2164","Solution - 2164","reference - 2164"
2165,"MEDIUM","5","Title - 2165","Vulnerability - 2165","Solution - 2165","reference - 2165"
2166,"MEDIUM","5.8","Title - 2166","Vulnerability - 2166","Solution - 2166","reference - 2166"
2167,"MEDIUM","5.1","Title - 2167","Vulnerability - 2167","Solution - 2167","reference - 2167"
2168,"HIGH","10","Title - 2168","Vulnerability - 2168","Solution - 2168","reference - 2168"
2169,"HIGH","9.3","Title - 2169","Vulnerability - 2169","Solution - 2169","reference - 2169"
2170,"HIGH","7.2","Title - 2170","Vulnerability - 2170","Solution - 2170","reference - 2170"
2171,"HIGH","9.3","Title - 2171","Vulnerability - 2171","Solution - 2171","reference - 2171"
2172,"HIGH","7.2","Title - 2172","Vulnerability - 2172","Solution - 2172","reference - 2172"
2173,"HIGH","9.3","Title - 2173","Vulnerability - 2173","Solution - 2173","reference - 2173"
2174,"MEDIUM","5","Title - 2174","Vulnerability - 2174","Solution - 2174","reference - 2174"
2175,"HIGH","7.5","Title - 2175","Vulnerability - 2175","Solution - 2175","reference - 2175"
2176,"LOW","7.5","Title - 2176","Vulnerability - 2176","Solution - 2176","reference - 2176"
2177,"HIGH","7.2","Title - 2177","Vulnerability - 2177","Solution - 2177","reference - 2177"
2178,"HIGH","7.2","Title - 2178","Vulnerability - 2178","Solution - 2178","reference - 2178"
2179,"LOW","0","Title - 2179","Vulnerability - 2179","Solution - 2179","reference - 2179"
2180,"HIGH","7.8","Title - 2180","Vulnerability - 2180","Solution - 2180","reference - 2180"
2181,"HIGH","7.5","Title - 2181","Vulnerability - 2181","Solution - 2181","reference - 2181"
2182,"LOW","0","Title - 2182","Vulnerability - 2182","Solution - 2182","reference - 2182"
2183,"HIGH","9.3","Title - 2183","Vulnerability - 2183","Solution - 2183","reference - 2183"
2184,"MEDIUM","5","Title - 2184","Vulnerability - 2184","Solution - 2184","reference - 2184"
2185,"HIGH","7.2","Title - 2185","Vulnerability - 2185","Solution - 2185","reference - 2185"
2186,"HIGH","10","Title - 2186","Vulnerability - 2186","Solution - 2186","reference - 2186"
2187,"HIGH","7.5","Title - 2187","Vulnerability - 2187","Solution - 2187","reference - 2187"
2188,"HIGH","7.5","Title - 2188","Vulnerability - 2188","Solution - 2188","reference - 2188"
2189,"HIGH","7.5","Title - 2189","Vulnerability - 2189","Solution - 2189","reference - 2189"
2190,"HIGH","7.8","Title - 2190","Vulnerability - 2190","Solution - 2190","reference - 2190"
2191,"HIGH","7.8","Title - 2191","Vulnerability - 2191","Solution - 2191","reference - 2191"
2192,"MEDIUM","4.3","Title - 2192","Vulnerability - 2192","Solution - 2192","reference - 2192"
2193,"HIGH","7.8","Title - 2193","Vulnerability - 2193","Solution - 2193","reference - 2193"
2194,"MEDIUM","6.8","Title - 2194","Vulnerability - 2194","Solution - 2194","reference - 2194"
2195,"MEDIUM","6.8","Title - 2195","Vulnerability - 2195","Solution - 2195","reference - 2195"
2196,"MEDIUM","5","Title - 2196","Vulnerability - 2196","Solution - 2196","reference - 2196"
2197,"HIGH","9.3","Title - 2197","Vulnerability - 2197","Solution - 2197","reference - 2197"
2198,"MEDIUM","4","Title - 2198","Vulnerability - 2198","Solution - 2198","reference - 2198"
2199,"MEDIUM","4","Title - 2199","Vulnerability - 2199","Solution - 2199","reference - 2199"
2200,"MEDIUM","5","Title - 2200","Vulnerability - 2200","Solution - 2200","reference - 2200"
2201,"MEDIUM","6.8","Title - 2201","Vulnerability - 2201","Solution - 2201","reference - 2201"
2202,"MEDIUM","4","Title - 2202","Vulnerability - 2202","Solution - 2202","reference - 2202"
2203,"MEDIUM","4","Title - 2203","Vulnerability - 2203","Solution - 2203","reference - 2203"
2204,"HIGH","7.5","Title - 2204","Vulnerability - 2204","Solution - 2204","reference - 2204"
2205,"HIGH","7.5","Title - 2205","Vulnerability - 2205","Solution - 2205","reference - 2205"
2206,"MEDIUM","6.9","Title - 2206","Vulnerability - 2206","Solution - 2206","reference - 2206"
2207,"MEDIUM","5","Title - 2207","Vulnerability - 2207","Solution - 2207","reference - 2207"
2208,"HIGH","7.5","Title - 2208","Vulnerability - 2208","Solution - 2208","reference - 2208"
2209,"MEDIUM","4.4","Title - 2209","Vulnerability - 2209","Solution - 2209","reference - 2209"
2210,"HIGH","7.6","Title - 2210","Vulnerability - 2210","Solution - 2210","reference - 2210"
2211,"HIGH","7.1","Title - 2211","Vulnerability - 2211","Solution - 2211","reference - 2211"
2212,"MEDIUM","7.2","Title - 2212","Vulnerability - 2212","Solution - 2212","reference - 2212"
2213,"MEDIUM","6.8","Title - 2213","Vulnerability - 2213","Solution - 2213","reference - 2213"
2214,"HIGH","7.5","Title - 2214","Vulnerability - 2214","Solution - 2214","reference - 2214"
2215,"HIGH","7.5","Title - 2215","Vulnerability - 2215","Solution - 2215","reference - 2215"
2216,"HIGH","7.5","Title - 2216","Vulnerability - 2216","Solution - 2216","reference - 2216"
2217,"HIGH","7.5","Title - 2217","Vulnerability - 2217","Solution - 2217","reference - 2217"
2218,"HIGH","9.3","Title - 2218","Vulnerability - 2218","Solution - 2218","reference - 2218"
2219,"MEDIUM","5","Title - 2219","Vulnerability - 2219","Solution - 2219","reference - 2219"
2220,"MEDIUM","6.4","Title - 2220","Vulnerability - 2220","Solution - 2220","reference - 2220"
2221,"MEDIUM","5","Title - 2221","Vulnerability - 2221","Solution - 2221","reference - 2221"
2222,"HIGH","7.5","Title - 2222","Vulnerability - 2222","Solution - 2222","reference - 2222"
2223,"MEDIUM","6.9","Title - 2223","Vulnerability - 2223","Solution - 2223","reference - 2223"
2224,"LOW","1.9","Title - 2224","Vulnerability - 2224","Solution - 2224","reference - 2224"
2225,"MEDIUM","6.5","Title - 2225","Vulnerability - 2225","Solution - 2225","reference - 2225"
2226,"MEDIUM","6.5","Title - 2226","Vulnerability - 2226","Solution - 2226","reference - 2226"
2227,"HIGH","7.5","Title - 2227","Vulnerability - 2227","Solution - 2227","reference - 2227"
2228,"HIGH","7.1","Title - 2228","Vulnerability - 2228","Solution - 2228","reference - 2228"
2229,"HIGH","7.8","Title - 2229","Vulnerability - 2229","Solution - 2229","reference - 2229"
2230,"HIGH","7.5","Title - 2230","Vulnerability - 2230","Solution - 2230","reference - 2230"
2231,"HIGH","7.2","Title - 2231","Vulnerability - 2231","Solution - 2231","reference - 2231"
2232,"MEDIUM","6.8","Title - 2232","Vulnerability - 2232","Solution - 2232","reference - 2232"
2233,"HIGH","7.5","Title - 2233","Vulnerability - 2233","Solution - 2233","reference - 2233"
2234,"HIGH","7.5","Title - 2234","Vulnerability - 2234","Solution - 2234","reference - 2234"
2235,"MEDIUM","6.8","Title - 2235","Vulnerability - 2235","Solution - 2235","reference - 2235"
2236,"LOW","6.8","Title - 2236","Vulnerability - 2236","Solution - 2236","reference - 2236"
2237,"HIGH","7.5","Title - 2237","Vulnerability - 2237","Solution - 2237","reference - 2237"
2238,"LOW","2.6","Title - 2238","Vulnerability - 2238","Solution - 2238","reference - 2238"
2239,"MEDIUM","5","Title - 2239","Vulnerability - 2239","Solution - 2239","reference - 2239"
2240,"HIGH","7.5","Title - 2240","Vulnerability - 2240","Solution - 2240","reference - 2240"
2241,"HIGH","7.5","Title - 2241","Vulnerability - 2241","Solution - 2241","reference - 2241"
2242,"HIGH","10","Title - 2242","Vulnerability - 2242","Solution - 2242","reference - 2242"
2243,"MEDIUM","5","Title - 2243","Vulnerability - 2243","Solution - 2243","reference - 2243"
2244,"MEDIUM","5","Title - 2244","Vulnerability - 2244","Solution - 2244","reference - 2244"
2245,"MEDIUM","4.6","Title - 2245","Vulnerability - 2245","Solution - 2245","reference - 2245"
2246,"HIGH","7.2","Title - 2246","Vulnerability - 2246","Solution - 2246","reference - 2246"
2247,"HIGH","7.2","Title - 2247","Vulnerability - 2247","Solution - 2247","reference - 2247"
2248,"HIGH","7.2","Title - 2248","Vulnerability - 2248","Solution - 2248","reference - 2248"
2249,"MEDIUM","6.9","Title - 2249","Vulnerability - 2249","Solution - 2249","reference - 2249"
2250,"MEDIUM","6.5","Title - 2250","Vulnerability - 2250","Solution - 2250","reference - 2250"
2251,"HIGH","7.8","Title - 2251","Vulnerability - 2251","Solution - 2251","reference - 2251"
2252,"HIGH","7.8","Title - 2252","Vulnerability - 2252","Solution - 2252","reference - 2252"
2253,"MEDIUM","5","Title - 2253","Vulnerability - 2253","Solution - 2253","reference - 2253"
2254,"MEDIUM","5","Title - 2254","Vulnerability - 2254","Solution - 2254","reference - 2254"
2255,"MEDIUM","6.8","Title - 2255","Vulnerability - 2255","Solution - 2255","reference - 2255"
2256,"MEDIUM","6.8","Title - 2256","Vulnerability - 2256","Solution - 2256","reference - 2256"
2257,"HIGH","7.1","Title - 2257","Vulnerability - 2257","Solution - 2257","reference - 2257"
2258,"HIGH","10","Title - 2258","Vulnerability - 2258","Solution - 2258","reference - 2258"
2259,"LOW","5","Title - 2259","Vulnerability - 2259","Solution - 2259","reference - 2259"
2260,"HIGH","10","Title - 2260","Vulnerability - 2260","Solution - 2260","reference - 2260"
2261,"MEDIUM","5","Title - 2261","Vulnerability - 2261","Solution - 2261","reference - 2261"
2262,"HIGH","7.8","Title - 2262","Vulnerability - 2262","Solution - 2262","reference - 2262"
2263,"MEDIUM","5","Title - 2263","Vulnerability - 2263","Solution - 2263","reference - 2263"
2264,"HIGH","7.8","Title - 2264","Vulnerability - 2264","Solution - 2264","reference - 2264"
2265,"HIGH","7.1","Title - 2265","Vulnerability - 2265","Solution - 2265","reference - 2265"
2266,"LOW","5","Title - 2266","Vulnerability - 2266","Solution - 2266","reference - 2266"
2267,"HIGH","7.5","Title - 2267","Vulnerability - 2267","Solution - 2267","reference - 2267"
2268,"LOW","4.3","Title - 2268","Vulnerability - 2268","Solution - 2268","reference - 2268"
2269,"LOW","4.7","Title - 2269","Vulnerability - 2269","Solution - 2269","reference - 2269"
2270,"LOW","7.5","Title - 2270","Vulnerability - 2270","Solution - 2270","reference - 2270"
2271,"HIGH","7.5","Title - 2271","Vulnerability - 2271","Solution - 2271","reference - 2271"
2272,"HIGH","7.2","Title - 2272","Vulnerability - 2272","Solution - 2272","reference - 2272"
2273,"MEDIUM","6.8","Title - 2273","Vulnerability - 2273","Solution - 2273","reference - 2273"
2274,"HIGH","7.2","Title - 2274","Vulnerability - 2274","Solution - 2274","reference - 2274"
2275,"HIGH","7.5","Title - 2275","Vulnerability - 2275","Solution - 2275","reference - 2275"
2276,"LOW","4.4","Title - 2276","Vulnerability - 2276","Solution - 2276","reference - 2276"
2277,"HIGH","7.5","Title - 2277","Vulnerability - 2277","Solution - 2277","reference - 2277"
2278,"MEDIUM","5","Title - 2278","Vulnerability - 2278","Solution - 2278","reference - 2278"
2279,"HIGH","7.5","Title - 2279","Vulnerability - 2279","Solution - 2279","reference - 2279"
2280,"MEDIUM","5","Title - 2280","Vulnerability - 2280","Solution - 2280","reference - 2280"
2281,"HIGH","7.2","Title - 2281","Vulnerability - 2281","Solution - 2281","reference - 2281"
2282,"MEDIUM","6.8","Title - 2282","Vulnerability - 2282","Solution - 2282","reference - 2282"
2283,"MEDIUM","5","Title - 2283","Vulnerability - 2283","Solution - 2283","reference - 2283"
2284,"LOW","4.3","Title - 2284","Vulnerability - 2284","Solution - 2284","reference - 2284"
2285,"MEDIUM","4.3","Title - 2285","Vulnerability - 2285","Solution - 2285","reference - 2285"
2286,"HIGH","9","Title - 2286","Vulnerability - 2286","Solution - 2286","reference - 2286"
2287,"HIGH","7.2","Title - 2287","Vulnerability - 2287","Solution - 2287","reference - 2287"
2288,"MEDIUM","5","Title - 2288","Vulnerability - 2288","Solution - 2288","reference - 2288"
2289,"MEDIUM","5","Title - 2289","Vulnerability - 2289","Solution - 2289","reference - 2289"
2290,"MEDIUM","5","Title - 2290","Vulnerability - 2290","Solution - 2290","reference - 2290"
2291,"MEDIUM","5","Title - 2291","Vulnerability - 2291","Solution - 2291","reference - 2291"
2292,"LOW","2.1","Title - 2292","Vulnerability - 2292","Solution - 2292","reference - 2292"
2293,"MEDIUM","6","Title - 2293","Vulnerability - 2293","Solution - 2293","reference - 2293"
2294,"MEDIUM","5","Title - 2294","Vulnerability - 2294","Solution - 2294","reference - 2294"
2295,"HIGH","7.2","Title - 2295","Vulnerability - 2295","Solution - 2295","reference - 2295"
2296,"MEDIUM","5","Title - 2296","Vulnerability - 2296","Solution - 2296","reference - 2296"
2297,"LOW","5.7","Title - 2297","Vulnerability - 2297","Solution - 2297","reference - 2297"
2298,"MEDIUM","5","Title - 2298","Vulnerability - 2298","Solution - 2298","reference - 2298"
2299,"HIGH","10","Title - 2299","Vulnerability - 2299","Solution - 2299","reference - 2299"
2300,"HIGH","7.5","Title - 2300","Vulnerability - 2300","Solution - 2300","reference - 2300"
2301,"MEDIUM","6.8","Title - 2301","Vulnerability - 2301","Solution - 2301","reference - 2301"
2302,"MEDIUM","5.8","Title - 2302","Vulnerability - 2302","Solution - 2302","reference - 2302"
2303,"MEDIUM","4.3","Title - 2303","Vulnerability - 2303","Solution - 2303","reference - 2303"
2304,"MEDIUM","5.8","Title - 2304","Vulnerability - 2304","Solution - 2304","reference - 2304"
2305,"MEDIUM","4.9","Title - 2305","Vulnerability - 2305","Solution - 2305","reference - 2305"
2306,"LOW","0","Title - 2306","Vulnerability - 2306","Solution - 2306","reference - 2306"
2307,"HIGH","7.5","Title - 2307","Vulnerability - 2307","Solution - 2307","reference - 2307"
2308,"HIGH","7.5","Title - 2308","Vulnerability - 2308","Solution - 2308","reference - 2308"
2309,"HIGH","7.5","Title - 2309","Vulnerability - 2309","Solution - 2309","reference - 2309"
2310,"MEDIUM","6.8","Title - 2310","Vulnerability - 2310","Solution - 2310","reference - 2310"
2311,"MEDIUM","4.3","Title - 2311","Vulnerability - 2311","Solution - 2311","reference - 2311"
2312,"MEDIUM","5","Title - 2312","Vulnerability - 2312","Solution - 2312","reference - 2312"
2313,"MEDIUM","6.8","Title - 2313","Vulnerability - 2313","Solution - 2313","reference - 2313"
2314,"HIGH","7.2","Title - 2314","Vulnerability - 2314","Solution - 2314","reference - 2314"
2315,"HIGH","7.5","Title - 2315","Vulnerability - 2315","Solution - 2315","reference - 2315"
2316,"HIGH","7.6","Title - 2316","Vulnerability - 2316","Solution - 2316","reference - 2316"
2317,"MEDIUM","4","Title - 2317","Vulnerability - 2317","Solution - 2317","reference - 2317"
2318,"HIGH","7.5","Title - 2318","Vulnerability - 2318","Solution - 2318","reference - 2318"
2319,"MEDIUM","6.4","Title - 2319","Vulnerability - 2319","Solution - 2319","reference - 2319"
2320,"MEDIUM","6.4","Title - 2320","Vulnerability - 2320","Solution - 2320","reference - 2320"
2321,"LOW","6.4","Title - 2321","Vulnerability - 2321","Solution - 2321","reference - 2321"
2322,"MEDIUM","6.8","Title - 2322","Vulnerability - 2322","Solution - 2322","reference - 2322"
2323,"MEDIUM","5","Title - 2323","Vulnerability - 2323","Solution - 2323","reference - 2323"
2324,"HIGH","7.5","Title - 2324","Vulnerability - 2324","Solution - 2324","reference - 2324"
2325,"MEDIUM","6.8","Title - 2325","Vulnerability - 2325","Solution - 2325","reference - 2325"
